id,x,y,elev
912,40.318404,2.201356,459
913,39.630607,2.323947,370
914,40.020227,1.293175,204
915,39.651678,1.558369,249
916,39.906104,3.006039,587
917,39.741289,0.780603,234
918,39.787168,1.927599,291
919,39.408589,2.835425,504
920,34.910988,1.45369,1351
921,35.299898,2.213164,776
922,35.542097,1.336811,2061
923,35.099579,1.848384,1304
924,34.885566,1.501471,1384
925,35.248028,2.091626,1307
926,35.053144,2.201754,1507
927,35.092329,2.206707,1444
928,35.20905,1.600228,1393
929,34.849315,1.324934,1527
930,35.315998,1.340511,1666
931,34.970651,2.212613,1534
932,35.073876,2.21858,1541
933,35.540262,1.640788,864
934,35.59938,1.636154,936
935,35.374402,1.819975,1038
936,35.201983,1.36368,1625
937,35.576701,1.45981,948
938,34.978689,2.412949,1541
939,34.937489,2.308943,1648
